campaign_id,campaign_name,date,target_audience,channel,impressions,clicks,conversions,spend,revenue_generated,roas,ctr_pct,conversion_rate_pct
799372,Category Promotion,2024-08-28,Inactive,Social Media,5214,305,65,3484.05,4879.82,2.62,5.84963559647104,21.311475409836063
947076,App Push Notification,2024-08-28,Inactive,SMS,6307,711,29,1798.32,5753.52,3.96,11.273188520691296,4.0787623066104075
999377,Email Campaign,2024-08-28,All,App,2864,622,55,4677.7,9655.34,2.98,21.717877094972067,8.842443729903538
131812,Referral Program,2024-08-28,All,SMS,6496,848,33,2903.65,7677.6,3.63,13.054187192118228,3.891509433962264
530544,New User Discount,2024-08-27,All,Social Media,3093,617,72,3554.17,4852.48,2.24,19.948270287746524,11.66936790923825
523856,Weekend Special,2024-08-27,New Users,SMS,4391,161,85,1227.47,4816.83,1.96,3.6665907538146207,52.79503105590062
143504,Festival Offer,2024-08-27,New Users,SMS,1800,452,49,4981.39,3726.88,3.92,25.11111111111111,10.84070796460177
429784,Flash Sale,2024-08-27,Inactive,App,5652,853,84,4147.33,8378.42,3.86,15.092002830856336,9.847596717467761
113886,Membership Drive,2024-08-27,Inactive,Social Media,7705,260,66,2509.56,9138.94,2.93,3.3744321868916285,25.384615384615383
742481,Category Promotion,2024-08-27,Premium,App,1273,428,29,2093.15,4304.91,2.76,33.62136684996072,6.775700934579438
519542,App Push Notification,2024-08-27,Inactive,SMS,3973,156,42,2188.12,2486.77,2.1,3.9265039013340046,26.923076923076923
399975,Email Campaign,2024-08-27,New Users,Email,3972,780,27,4831.74,3627.61,1.85,19.637462235649547,3.4615384615384617
793282,Referral Program,2024-08-27,New Users,Social Media,5858,798,37,2687.45,2933.79,3.12,13.622396722430864,4.636591478696742
915778,New User Discount,2024-08-26,All,App,5146,654,23,2536.68,6382.49,3.81,12.708900116595414,3.5168195718654434
233466,Weekend Special,2024-08-26,New Users,App,4273,385,60,3909.24,8375.42,1.64,9.01006318745612,15.584415584415584
930068,Festival Offer,2024-08-26,All,App,4551,784,97,2272.7,8028.78,2.13,17.226983080641617,12.372448979591837
694681,Flash Sale,2024-08-26,All,Social Media,3665,203,78,1299.03,3399.25,3.97,5.538881309686221,38.42364532019704
157009,Membership Drive,2024-08-26,Premium,SMS,2895,674,92,4700.08,3078.73,2.33,23.281519861830745,13.649851632047477
196230,Category Promotion,2024-08-26,Inactive,Social Media,1081,341,64,2083.5,8567.09,2.59,31.54486586493987,18.7683284457478
654429,App Push Notification,2024-08-26,Premium,Social Media,9492,448,85,2228.51,2847.47,2.32,4.71976401179941,18.973214285714285
132669,Email Campaign,2024-08-26,Premium,SMS,1673,1000,60,2285.82,2338.4,3.72,59.77286312014346,6.0
145503,Referral Program,2024-08-26,Premium,Email,4754,206,55,2813.13,7425.56,3.36,4.333193100546908,26.699029126213592
22459,New User Discount,2024-08-25,All,App,7793,427,30,4221.53,6827.3,3.93,5.4792762735788525,7.02576112412178
261354,Weekend Special,2024-08-25,New Users,Social Media,4303,543,42,3544.24,6050.64,2.83,12.619102951429234,7.734806629834254
258273,Festival Offer,2024-08-25,Inactive,Email,6169,549,37,3100.54,2341.72,3.56,8.89933538661047,6.739526411657559
32575,Flash Sale,2024-08-25,Inactive,Social Media,2083,323,26,3018.5,5970.93,3.32,15.506481036965914,8.04953560371517
176026,Membership Drive,2024-08-25,Premium,Email,3563,833,82,2371.45,9832.7,2.44,23.37917485265226,9.843937575030012
192426,Category Promotion,2024-08-25,Inactive,App,1189,735,46,2554.76,2730.5,3.18,61.81665264928511,6.258503401360545
868612,App Push Notification,2024-08-25,New Users,Email,9760,825,80,1543.32,9270.58,2.5,8.452868852459016,9.696969696969697
91435,Email Campaign,2024-08-25,Premium,Email,8094,411,13,1047.19,6583.72,2.43,5.077835433654559,3.1630170316301705
243,Referral Program,2024-08-25,Premium,Email,2480,639,53,3641.18,5970.43,3.99,25.766129032258068,8.294209702660407
571654,New User Discount,2024-08-24,All,SMS,8814,389,79,4948.12,9950.16,1.86,4.413433174495121,20.308483290488432
481541,Weekend Special,2024-08-24,New Users,Email,6351,682,51,1795.71,6040.66,3.6,10.738466383246733,7.47800586510264
795336,Festival Offer,2024-08-24,All,Email,2624,178,38,2470.27,9543.06,3.71,6.783536585365854,21.34831460674157
964221,Flash Sale,2024-08-24,All,App,2780,224,43,2319.67,3148.2,1.98,8.057553956834532,19.196428571428573
540439,Membership Drive,2024-08-24,All,App,5242,223,99,1680.27,3440.57,2.65,4.2541014879816865,44.39461883408072
128968,Category Promotion,2024-08-24,Premium,App,7657,302,38,1678.27,6093.93,2.47,3.944103434765574,12.582781456953644
861794,App Push Notification,2024-08-24,Premium,Email,3989,167,46,1339.93,9062.97,2.43,4.186512910503885,27.54491017964072
334651,Email Campaign,2024-08-24,New Users,Social Media,9209,463,21,4637.81,4297.99,1.53,5.027690302964491,4.535637149028078
544173,Referral Program,2024-08-24,Premium,App,1403,661,93,3792.42,6555.98,3.21,47.11332858161084,14.069591527987896
995734,New User Discount,2024-08-23,Premium,Email,9044,924,55,2419.76,2716.64,2.36,10.21671826625387,5.952380952380952
685200,Weekend Special,2024-08-23,New Users,Social Media,6738,567,18,2683.84,2645.4,4.0,8.414959928762244,3.1746031746031744
18141,Festival Offer,2024-08-23,Premium,Social Media,7323,298,93,2738.0,4515.64,3.0,4.069370476580636,31.20805369127517
367221,Flash Sale,2024-08-23,New Users,Social Media,7196,315,53,3064.54,3459.03,1.78,4.3774319066147855,16.825396825396826
658145,Membership Drive,2024-08-23,New Users,Email,7801,320,62,4400.05,9731.72,2.25,4.10203820023074,19.375
917306,Category Promotion,2024-08-23,New Users,App,6000,247,89,1802.4,3175.08,3.26,4.116666666666666,36.032388663967616
609687,App Push Notification,2024-08-23,Inactive,Social Media,3042,220,35,4897.47,6835.03,1.92,7.232084155161078,15.909090909090908
552004,Email Campaign,2024-08-23,All,Email,2911,559,95,3573.55,4533.25,2.02,19.203023016145654,16.99463327370304
391939,Referral Program,2024-08-23,Premium,Email,6262,694,32,4026.13,7182.83,3.29,11.082721175343341,4.610951008645533
664533,New User Discount,2024-08-22,Inactive,Social Media,6188,610,73,2648.08,5985.68,2.19,9.857789269553976,11.967213114754099
926570,Weekend Special,2024-08-22,Premium,Social Media,5255,988,71,3283.04,3220.0,1.8,18.8011417697431,7.186234817813765
913744,Festival Offer,2024-08-22,All,Social Media,5031,698,92,3439.36,3706.15,3.5,13.87398131584178,13.18051575931232
681774,Flash Sale,2024-08-22,New Users,Email,8711,282,96,2239.55,3545.06,2.28,3.237286189874871,34.04255319148936
863138,Membership Drive,2024-08-22,New Users,Email,4617,718,38,1529.18,5291.55,3.72,15.55122373835824,5.2924791086350975
641708,Category Promotion,2024-08-22,Premium,Email,1587,657,50,3963.66,8755.82,2.38,41.39886578449906,7.610350076103501
10707,App Push Notification,2024-08-22,New Users,Social Media,3887,279,83,2882.64,3331.15,1.89,7.1777720607152045,29.749103942652326
167036,Email Campaign,2024-08-22,Inactive,Email,4812,637,95,1151.52,6441.58,3.6,13.23773898586866,14.91365777080063
414240,Referral Program,2024-08-22,New Users,App,9760,904,67,1993.79,9612.58,3.38,9.262295081967213,7.411504424778761
655591,New User Discount,2024-08-21,Premium,Social Media,3997,175,46,4506.06,9413.23,3.37,4.378283712784588,26.285714285714285
214126,Weekend Special,2024-08-21,New Users,Social Media,1911,322,20,3355.16,4343.0,1.88,16.84981684981685,6.211180124223603
849043,Festival Offer,2024-08-21,Premium,SMS,1017,555,75,1097.9,3816.51,3.58,54.572271386430685,13.513513513513514
758649,Flash Sale,2024-08-21,Premium,Social Media,6952,600,81,2882.36,3146.54,3.76,8.63060989643268,13.5
643133,Membership Drive,2024-08-21,Inactive,SMS,9138,616,30,4831.86,2630.68,1.63,6.741081199387175,4.870129870129871
364794,Category Promotion,2024-08-21,Premium,Email,3456,840,64,2940.5,6315.99,2.94,24.305555555555554,7.6190476190476195
763730,App Push Notification,2024-08-21,All,App,1254,536,83,1877.51,2421.68,1.97,42.74322169059011,15.485074626865671
479615,Email Campaign,2024-08-21,All,Social Media,3825,833,42,2206.95,8674.76,2.92,21.777777777777775,5.042016806722689
674595,Referral Program,2024-08-21,All,Email,6929,386,81,2279.44,3972.66,1.53,5.570789435705008,20.984455958549223
26843,New User Discount,2024-08-20,Inactive,Email,2314,983,72,3316.6,4068.95,2.09,42.48055315471046,7.3245167853509665
910163,Weekend Special,2024-08-20,All,SMS,4131,888,48,3114.93,8649.78,2.37,21.4960058097313,5.405405405405405
705483,Festival Offer,2024-08-20,Inactive,Social Media,3478,436,46,1245.46,2706.45,3.05,12.535940195514664,10.550458715596331
710085,Flash Sale,2024-08-20,Premium,App,5250,778,70,3036.32,7028.45,1.57,14.819047619047618,8.997429305912597
195392,Membership Drive,2024-08-20,Inactive,App,2018,621,31,1872.63,7240.22,3.34,30.773042616451935,4.99194847020934
10907,Category Promotion,2024-08-20,All,SMS,8100,606,19,1790.86,3124.92,3.68,7.481481481481482,3.1353135313531353
536852,App Push Notification,2024-08-20,New Users,SMS,6864,496,28,3701.18,7088.25,1.94,7.226107226107226,5.64516129032258
342908,Email Campaign,2024-08-20,All,Social Media,9847,686,92,2377.72,6406.71,2.4,6.9665888087742465,13.411078717201166
456999,Referral Program,2024-08-20,Inactive,Social Media,4991,167,76,2636.96,2751.97,2.73,3.3460228411140056,45.50898203592814
112950,New User Discount,2024-08-19,Premium,Email,1695,476,40,4890.05,9414.42,3.72,28.08259587020649,8.403361344537815
728495,Weekend Special,2024-08-19,New Users,SMS,4649,110,53,3637.97,7024.83,2.43,2.366100236610024,48.18181818181818
566356,Festival Offer,2024-08-19,Premium,Social Media,3235,909,65,2047.7,4206.84,2.07,28.09891808346213,7.15071507150715
252419,Flash Sale,2024-08-19,Inactive,Social Media,9745,879,39,1245.98,3051.63,2.52,9.020010261672653,4.436860068259386
563651,Membership Drive,2024-08-19,Inactive,Social Media,7031,316,10,1850.67,4712.77,3.03,4.49438202247191,3.1645569620253164
363017,Category Promotion,2024-08-19,Inactive,Email,5109,564,10,1921.9,4834.74,1.98,11.039342337052261,1.773049645390071
66048,App Push Notification,2024-08-19,New Users,SMS,2693,566,24,2435.35,9907.63,2.76,21.017452655031562,4.240282685512367
197525,Email Campaign,2024-08-19,All,SMS,8042,852,99,3420.16,2019.53,3.4,10.594379507585177,11.619718309859154
76048,Referral Program,2024-08-19,All,Email,6442,145,100,3211.44,4547.59,2.33,2.2508537721204593,68.96551724137932
52679,New User Discount,2024-08-18,Inactive,Email,8630,536,76,4773.79,2879.94,3.77,6.210892236384705,14.17910447761194
176733,Weekend Special,2024-08-18,Inactive,Email,2270,735,37,3626.83,9659.02,3.16,32.378854625550666,5.034013605442176
476080,Festival Offer,2024-08-18,Premium,Email,9612,745,92,2067.79,8478.72,2.33,7.7507282563462345,12.348993288590604
118821,Flash Sale,2024-08-18,All,SMS,6409,219,26,2019.68,3815.11,3.89,3.4170697456701515,11.87214611872146
731878,Membership Drive,2024-08-18,Inactive,SMS,7769,532,22,2417.86,2882.53,2.96,6.8477281503411,4.135338345864661
978000,Category Promotion,2024-08-18,All,Social Media,2526,517,16,2633.52,7624.27,1.99,20.46714172604909,3.0947775628626695
3883,App Push Notification,2024-08-18,All,Social Media,3225,571,60,2012.46,3227.28,3.41,17.705426356589147,10.507880910683012
500802,Email Campaign,2024-08-18,All,SMS,2333,319,17,4899.52,8858.98,2.86,13.673381911701671,5.329153605015674
557237,Referral Program,2024-08-18,New Users,SMS,7890,835,100,3761.84,2919.05,2.5,10.583016476552597,11.976047904191617
252304,New User Discount,2024-08-17,New Users,SMS,7746,731,89,4497.43,8535.3,3.85,9.43712884069197,12.175102599179207
594455,Weekend Special,2024-08-17,New Users,SMS,3752,188,36,2833.54,6982.23,1.91,5.0106609808102345,19.148936170212767
772069,Festival Offer,2024-08-17,Inactive,Email,1785,472,25,4548.31,7995.06,3.45,26.442577030812327,5.296610169491525
908122,Flash Sale,2024-08-17,Premium,SMS,8772,850,42,1110.2,6051.24,3.13,9.689922480620156,4.941176470588235
414315,Membership Drive,2024-08-17,Premium,Social Media,1484,995,86,3474.26,3391.55,2.85,67.04851752021564,8.64321608040201
192038,Category Promotion,2024-08-17,All,SMS,3954,561,21,2906.44,2124.2,3.85,14.188163884673749,3.7433155080213902
232926,App Push Notification,2024-08-17,Premium,SMS,8650,911,26,1391.03,8788.92,2.01,10.531791907514451,2.8540065861690453
335810,Email Campaign,2024-08-17,Inactive,Social Media,8492,815,31,3799.69,9221.25,3.76,9.597268016957136,3.8036809815950923
113620,Referral Program,2024-08-17,Inactive,App,8545,119,61,3006.08,7090.68,3.6,1.3926272674078408,51.26050420168067
497133,New User Discount,2024-08-16,Inactive,App,2300,864,68,3960.94,7090.09,2.52,37.565217391304344,7.87037037037037
180434,Weekend Special,2024-08-16,All,Email,8695,565,51,1619.3,7207.55,2.57,6.497987349051179,9.026548672566372
941443,Festival Offer,2024-08-16,Premium,App,4664,962,90,4788.16,7782.72,2.61,20.62607204116638,9.355509355509357
490074,Flash Sale,2024-08-16,Premium,Email,2510,849,67,2284.0,6449.76,2.13,33.82470119521913,7.891637220259129
395559,Membership Drive,2024-08-16,Inactive,SMS,1633,897,61,4643.51,9680.75,3.89,54.929577464788736,6.800445930880714
468357,Category Promotion,2024-08-16,Premium,SMS,3870,540,26,1014.91,3603.29,1.58,13.953488372093023,4.814814814814815
169017,App Push Notification,2024-08-16,Premium,Social Media,4044,852,48,4957.13,5282.71,3.64,21.068249258160236,5.633802816901409
810545,Email Campaign,2024-08-16,Premium,App,8605,163,71,1401.29,2220.55,3.93,1.89424753050552,43.558282208588956
69822,Referral Program,2024-08-16,Premium,Email,4976,380,59,1090.23,8581.79,3.24,7.636655948553055,15.526315789473685
880536,New User Discount,2024-08-15,Inactive,App,3083,405,97,1672.44,6980.73,2.21,13.13655530327603,23.950617283950617
870316,Weekend Special,2024-08-15,All,App,6731,431,65,4181.21,3822.0,2.56,6.40320903283316,15.081206496519723
821052,Festival Offer,2024-08-15,New Users,Social Media,4762,783,76,4042.22,5864.52,3.13,16.442671146577066,9.70625798212005
658634,Flash Sale,2024-08-15,New Users,Social Media,5152,532,54,1398.81,5169.91,2.74,10.326086956521738,10.150375939849624
514491,Membership Drive,2024-08-15,Premium,Email,5792,873,95,1508.71,2499.39,3.7,15.072513812154694,10.882016036655212
751261,Category Promotion,2024-08-15,Inactive,SMS,2604,504,85,3993.12,9754.05,1.92,19.35483870967742,16.865079365079367
130406,App Push Notification,2024-08-15,New Users,App,2357,728,76,2693.79,5133.79,2.54,30.886720407297414,10.43956043956044
100662,Email Campaign,2024-08-15,Premium,Email,6964,666,78,2175.87,3727.82,2.2,9.563469270534176,11.711711711711711
317552,Referral Program,2024-08-15,Premium,Social Media,6094,947,84,3780.03,4986.89,1.9,15.539875287167707,8.870116156282998
514027,New User Discount,2024-08-14,New Users,Email,3562,965,10,2188.31,5898.28,3.77,27.091521617069063,1.0362694300518136
30737,Weekend Special,2024-08-14,Inactive,Email,6818,180,62,3922.65,8681.94,1.54,2.6400704018773835,34.44444444444444
558207,Festival Offer,2024-08-14,Premium,App,8104,522,92,1024.47,4315.84,3.17,6.441263573543929,17.624521072796934
270439,Flash Sale,2024-08-14,Inactive,Social Media,5163,985,90,4990.83,9226.6,1.8,19.078055394150688,9.137055837563452
823839,Membership Drive,2024-08-14,Premium,SMS,1287,428,19,1630.81,7926.1,3.57,33.255633255633256,4.439252336448598
921253,Category Promotion,2024-08-14,All,Social Media,1556,768,89,2359.71,6934.27,3.76,49.3573264781491,11.588541666666668
580558,App Push Notification,2024-08-14,Inactive,Email,6278,150,38,1668.33,6084.29,3.85,2.389295954125518,25.333333333333336
131786,Email Campaign,2024-08-14,All,App,6510,979,75,3836.38,6042.58,1.56,15.038402457757297,7.6608784473953015
212925,Referral Program,2024-08-14,All,App,8953,646,28,3978.77,9632.0,2.2,7.215458505528873,4.3343653250774
740409,New User Discount,2024-08-13,New Users,SMS,5636,723,15,4337.02,6030.66,1.7,12.828246983676367,2.0746887966804977
601671,Weekend Special,2024-08-13,New Users,App,6912,692,44,2465.16,5176.52,3.72,10.011574074074074,6.358381502890173
142246,Festival Offer,2024-08-13,New Users,Social Media,4322,323,26,1001.85,9085.03,3.92,7.473391948172142,8.04953560371517
985363,Flash Sale,2024-08-13,New Users,SMS,9681,427,46,1231.93,7599.83,3.36,4.4107013738250185,10.772833723653395
993235,Membership Drive,2024-08-13,Inactive,Social Media,7419,570,45,1333.99,7418.99,2.88,7.682976142337242,7.894736842105263
790173,Category Promotion,2024-08-13,New Users,Social Media,6503,617,12,4344.13,9416.52,2.83,9.487928648316162,1.9448946515397085
822459,App Push Notification,2024-08-13,New Users,App,4705,934,47,3029.71,6220.46,3.58,19.85122210414453,5.032119914346895
441866,Email Campaign,2024-08-13,All,SMS,2088,923,77,4932.54,8966.39,3.8,44.20498084291188,8.342361863488625
681546,Referral Program,2024-08-13,New Users,SMS,7803,287,48,1408.86,9274.86,3.39,3.6780725362040236,16.72473867595819
702423,New User Discount,2024-08-12,Inactive,Social Media,6709,153,100,2831.24,9694.16,1.97,2.280518706215531,65.359477124183
784022,Weekend Special,2024-08-12,Inactive,Email,7626,863,47,4048.88,3729.9,2.12,11.316548649357461,5.44611819235226
194212,Festival Offer,2024-08-12,Inactive,Social Media,5986,968,70,2878.81,8007.86,1.9,16.171065820247243,7.231404958677685
432274,Flash Sale,2024-08-12,Premium,Social Media,7845,928,29,3726.48,7618.08,3.91,11.82919056724028,3.125
322036,Membership Drive,2024-08-12,All,SMS,6489,337,45,1853.35,7939.58,3.07,5.193404222530436,13.353115727002967
407656,Category Promotion,2024-08-12,All,Social Media,4831,230,86,3639.17,4216.04,2.21,4.760919064375906,37.391304347826086
992418,App Push Notification,2024-08-12,Inactive,App,2399,747,41,2068.79,8433.09,3.89,31.13797415589829,5.4886211512717535
749336,Email Campaign,2024-08-12,Premium,Social Media,2256,452,75,1360.78,7033.73,3.72,20.0354609929078,16.5929203539823
78129,Referral Program,2024-08-12,New Users,App,6191,486,51,2833.88,2014.46,2.8,7.850104991116136,10.493827160493826
795641,New User Discount,2024-08-11,All,Email,8953,306,21,3183.75,2988.69,2.37,3.4178487657768346,6.862745098039216
396373,Weekend Special,2024-08-11,New Users,Social Media,4742,102,79,3817.42,9179.8,3.34,2.1509911429776465,77.45098039215686
180390,Festival Offer,2024-08-11,All,App,7727,508,76,2957.52,4549.55,1.85,6.574349682929986,14.960629921259844
514528,Flash Sale,2024-08-11,New Users,App,2460,611,21,4485.09,5364.8,2.59,24.837398373983742,3.436988543371522
709720,Membership Drive,2024-08-11,Inactive,Social Media,4972,150,85,4745.79,9073.17,2.45,3.0168946098149636,56.666666666666664
953779,Category Promotion,2024-08-11,Inactive,Email,1149,577,80,3747.77,9049.95,3.76,50.217580504786774,13.864818024263432
711295,App Push Notification,2024-08-11,Premium,Social Media,5954,424,71,4162.18,4796.18,3.25,7.1212630164595225,16.745283018867923
136965,Email Campaign,2024-08-11,Inactive,App,2916,467,68,2963.32,6983.76,3.18,16.015089163237313,14.5610278372591
978129,Referral Program,2024-08-11,Inactive,Email,7715,849,30,1562.14,6412.07,2.59,11.004536616979909,3.53356890459364
203187,New User Discount,2024-08-10,Inactive,App,3978,941,67,4658.08,2872.11,2.19,23.65510306686777,7.1200850159404885
653448,Weekend Special,2024-08-10,Premium,Social Media,9035,399,58,3491.99,5785.67,2.04,4.416159380188158,14.536340852130325
523526,Festival Offer,2024-08-10,Premium,App,5593,813,74,1420.1,8602.45,2.26,14.536027176828178,9.10209102091021
388700,Flash Sale,2024-08-10,Inactive,Email,7399,319,53,3045.31,5622.31,3.65,4.311393431544803,16.614420062695924
796593,Membership Drive,2024-08-10,New Users,SMS,6359,967,91,1743.04,5445.9,2.44,15.206793520993866,9.410548086866598
899116,Category Promotion,2024-08-10,All,App,8372,479,24,2906.11,4989.33,2.68,5.721452460582896,5.010438413361169
453389,App Push Notification,2024-08-10,Inactive,Social Media,6273,892,64,3483.92,2110.23,2.62,14.219671608480791,7.174887892376682
968824,Email Campaign,2024-08-10,Premium,Email,4086,749,42,2136.35,7400.54,2.66,18.330885952031327,5.607476635514018
129388,Referral Program,2024-08-10,All,Social Media,5066,252,97,4515.12,4460.76,3.08,4.974338728780102,38.492063492063494
260074,New User Discount,2024-08-09,All,App,8282,621,84,3813.19,3202.13,3.82,7.498188843274571,13.526570048309178
963173,Weekend Special,2024-08-09,All,App,3672,241,31,1484.63,2577.67,1.73,6.563180827886709,12.863070539419086
977799,Festival Offer,2024-08-09,Premium,SMS,1594,289,55,4377.58,8269.59,2.4,18.130489335006274,19.031141868512112
884280,Flash Sale,2024-08-09,All,Email,8045,829,92,3368.75,5542.24,3.28,10.304536979490367,11.097708082026537
816320,Membership Drive,2024-08-09,Inactive,Email,6129,389,27,3852.56,5183.14,3.9,6.346875509871104,6.940874035989718
669170,Category Promotion,2024-08-09,Inactive,Email,8144,848,11,2249.31,2250.44,2.3,10.412573673870334,1.2971698113207548
772988,App Push Notification,2024-08-09,Premium,Social Media,1861,698,39,2007.9,7919.96,2.84,37.50671681891456,5.587392550143266
460602,Email Campaign,2024-08-09,All,SMS,6683,736,69,2693.65,8936.06,3.32,11.013018105641178,9.375
3131,Referral Program,2024-08-09,Inactive,Email,8623,201,11,3056.1,6057.81,2.94,2.3309752986199697,5.472636815920398
420987,New User Discount,2024-08-08,New Users,Email,8301,204,35,4919.38,8932.29,3.4,2.4575352367184675,17.15686274509804
77548,Weekend Special,2024-08-08,All,App,2425,467,25,2054.77,5294.5,1.68,19.257731958762886,5.353319057815846
473121,Festival Offer,2024-08-08,Premium,Social Media,9020,801,60,1907.55,9281.62,1.56,8.880266075388027,7.490636704119851
486618,Flash Sale,2024-08-08,Premium,App,4476,180,94,3607.25,3592.43,3.09,4.021447721179625,52.22222222222223
569092,Membership Drive,2024-08-08,All,Social Media,7919,171,55,4968.16,9645.78,3.61,2.1593635560045463,32.16374269005848
190944,Category Promotion,2024-08-08,Inactive,SMS,7803,155,85,1334.53,4418.33,3.71,1.9864154812251698,54.83870967741935
101610,App Push Notification,2024-08-08,Inactive,SMS,3940,237,20,4125.25,7838.27,1.68,6.015228426395939,8.438818565400844
774901,Email Campaign,2024-08-08,New Users,Social Media,8759,124,77,3080.45,3572.36,2.2,1.4156867222285647,62.096774193548384
66041,Referral Program,2024-08-08,All,SMS,1399,832,69,1082.23,5046.91,1.52,59.471050750536094,8.29326923076923
972346,New User Discount,2024-08-07,New Users,SMS,7668,510,89,1153.13,9303.02,2.01,6.651017214397497,17.45098039215686
942743,Weekend Special,2024-08-07,All,App,2092,629,24,4006.46,2166.0,3.56,30.066921606118548,3.815580286168521
695111,Festival Offer,2024-08-07,Inactive,Email,5291,635,89,3569.21,5271.05,3.81,12.001512001512001,14.015748031496065
490223,Flash Sale,2024-08-07,All,App,4722,950,88,3983.59,7305.4,2.95,20.118593816179587,9.263157894736842
442998,Membership Drive,2024-08-07,Premium,Social Media,2737,966,69,4578.32,7339.79,2.04,35.294117647058826,7.142857142857142
921974,Category Promotion,2024-08-07,All,SMS,7735,690,21,2624.67,3051.7,2.34,8.92049127343245,3.0434782608695654
727319,App Push Notification,2024-08-07,New Users,Social Media,3448,954,30,3566.2,3713.43,3.18,27.66821345707657,3.1446540880503147
607753,Email Campaign,2024-08-07,Inactive,SMS,5122,943,95,2021.6,2466.25,1.62,18.410777040218665,10.07423117709438
444297,Referral Program,2024-08-07,New Users,SMS,2404,405,45,4884.8,9128.89,3.46,16.846921797004992,11.11111111111111
84366,New User Discount,2024-08-06,New Users,App,5984,845,72,2315.12,2505.97,3.32,14.120989304812834,8.520710059171597
331475,Weekend Special,2024-08-06,New Users,App,7023,147,68,2509.2,7199.28,2.82,2.093122597180692,46.25850340136054
268405,Festival Offer,2024-08-06,New Users,SMS,9632,877,84,1135.33,3363.73,3.79,9.105066445182725,9.578107183580387
392316,Flash Sale,2024-08-06,All,Email,2122,919,60,4893.49,4503.05,1.69,43.30819981149859,6.528835690968444
115391,Membership Drive,2024-08-06,New Users,Email,5692,875,46,1273.09,8242.12,2.95,15.372452565003513,5.257142857142857
534512,Category Promotion,2024-08-06,Inactive,App,5280,577,19,2628.52,2588.43,2.17,10.928030303030303,3.2928942807625647
284422,App Push Notification,2024-08-06,All,Social Media,8614,940,92,1622.92,2155.43,2.91,10.912468075226375,9.787234042553191
84657,Email Campaign,2024-08-06,Premium,Email,9689,690,61,1109.75,9731.21,3.42,7.12147796470224,8.840579710144928
414231,Referral Program,2024-08-06,Inactive,Social Media,5401,155,43,3789.27,6740.85,3.35,2.869838918718756,27.741935483870968
898960,New User Discount,2024-08-05,Premium,SMS,7816,305,48,4930.14,7573.68,2.87,3.902251791197543,15.737704918032788
530108,Weekend Special,2024-08-05,Inactive,App,8418,204,19,2287.14,3345.72,1.72,2.4233784746970777,9.313725490196079
902344,Festival Offer,2024-08-05,All,SMS,5055,429,19,4026.88,9790.27,2.45,8.486646884272997,4.428904428904429
134935,Flash Sale,2024-08-05,Inactive,App,5860,917,28,4159.03,3535.02,1.8,15.648464163822526,3.0534351145038165
836752,Membership Drive,2024-08-05,Premium,SMS,4816,684,20,2506.86,9535.46,1.7,14.202657807308968,2.923976608187134
446966,Category Promotion,2024-08-05,New Users,SMS,6672,150,26,1561.05,7916.23,2.84,2.2482014388489207,17.333333333333336
389548,App Push Notification,2024-08-05,New Users,App,6365,520,52,3270.32,7771.18,2.06,8.16967792615868,10.0
71868,Email Campaign,2024-08-05,All,App,7001,419,74,1305.55,4501.37,3.34,5.984859305813455,17.66109785202864
784176,Referral Program,2024-08-05,Inactive,App,9981,910,43,4447.77,4125.35,1.91,9.117322913535718,4.725274725274725
326841,New User Discount,2024-08-04,Inactive,Social Media,2363,319,97,4907.75,8855.37,3.72,13.499788404570461,30.407523510971785
211547,Weekend Special,2024-08-04,Inactive,App,3930,552,84,1732.79,3963.4,1.84,14.045801526717558,15.217391304347828
655175,Festival Offer,2024-08-04,New Users,Email,4295,535,28,1058.01,4651.7,2.29,12.456344586728754,5.233644859813085
222815,Flash Sale,2024-08-04,Inactive,Social Media,4353,444,26,1196.97,8951.53,2.38,10.199862164024811,5.8558558558558556
280981,Membership Drive,2024-08-04,Inactive,Social Media,4014,677,76,3735.8,4863.25,3.26,16.865969108121575,11.225997045790251
699556,Category Promotion,2024-08-04,Premium,SMS,4640,853,29,3244.16,6105.04,3.24,18.38362068965517,3.399765533411489
944188,App Push Notification,2024-08-04,New Users,SMS,7130,519,95,1483.22,3850.61,3.4,7.279102384291725,18.304431599229286
270788,Email Campaign,2024-08-04,Inactive,Social Media,1621,925,26,4151.92,3437.08,2.67,57.06354102405923,2.810810810810811
314889,Referral Program,2024-08-04,Premium,Email,9251,377,38,1936.51,8825.13,2.72,4.075235109717868,10.079575596816976
368664,New User Discount,2024-08-03,All,App,2235,829,96,3767.67,4371.71,2.13,37.0917225950783,11.58021712907117
53822,Weekend Special,2024-08-03,New Users,Social Media,6996,639,53,3547.23,5476.86,3.46,9.133790737564322,8.294209702660407
160294,Festival Offer,2024-08-03,Inactive,Email,7950,734,32,2475.23,4891.68,3.09,9.232704402515724,4.35967302452316
601326,Flash Sale,2024-08-03,Premium,Social Media,4432,564,81,1978.23,9513.38,2.48,12.725631768953068,14.361702127659576
699828,Membership Drive,2024-08-03,Inactive,Social Media,3427,537,43,2792.0,5367.86,1.85,15.669681937554714,8.007448789571695
960855,Category Promotion,2024-08-03,Premium,App,8400,425,25,2598.39,5006.07,3.79,5.059523809523809,5.88235294117647
477556,App Push Notification,2024-08-03,All,App,1805,555,98,1845.04,4581.49,2.06,30.747922437673132,17.65765765765766
